,0,1,2,3,4,5,6,7,8,Label
0,255,255,255,255,255,255,255,255,255,1
1,255,255,255,255,255,255,255,255,255,1
2,255,255,255,255,255,255,255,255,255,1
3,255,255,255,255,255,255,255,255,255,1
4,255,255,255,255,255,255,255,255,255,1
5,255,255,255,255,255,255,255,255,255,1
6,255,255,255,255,255,255,255,255,255,1
7,255,255,255,255,255,255,255,255,255,1
8,255,255,255,255,255,255,255,255,255,1
